Book,Genres
Toe to Toe,"['Fiction', 'Novels', 'Contemporary', 'Epic', 'Drama', 'Fantasy', 'Mystery']"
"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood","['Drama', 'Contemporary', 'Novels', 'Fiction']"
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)","['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
"Red Dragon (Hannibal Lecter, #1)","['Horror', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Mystery Thriller', 'Suspense']"
"Take Command: Find Your Inner Strength, Build Enduring Relationships, and Live the Life You Want (Dale Carnegie Books)","['Personal Development', 'Self Help', 'Nonfiction', 'Business', 'Psychology', 'Productivity', 'Philosophy']"
Henry V,"['Classics', 'Plays', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature']"
Corelli's Mandolin,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'War', 'Greece', 'Historical']"
"Death Leaves a Shadow (Marlowe Black Mystery, #2)","['Fiction', 'Drama', 'Contemporary', 'Mystery', 'Mystery Thriller', 'Thriller', 'Suspense']"
The Story of Edgar Sawtelle,"['Fiction', 'Animals', 'Dogs', 'Adult Fiction', 'Contemporary', 'Coming Of Age', 'Literary Fiction']"
Letters to a Young Poet,"['Poetry', 'Classics', 'Nonfiction', 'Philosophy', 'Writing', 'German Literature', 'Literature']"
Birdsong,"['Historical Fiction', 'Fiction', 'War', 'Classics', 'Historical', 'Romance', 'World War I']"
Be More Pirate: Or How to Take On the World and Win,"['Nonfiction', 'Business', 'Self Help', 'Philosophy', 'Personal Development', 'Leadership', 'Audiobook']"
"Roll of Thunder, Hear My Cry (Logans, #4)","['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Middle Grade', 'Childrens', 'School']"
The Right Stuff,"['Nonfiction', 'History', 'Space', 'Science', 'Biography', 'American History', 'Classics']"
"Persepolis: The Story of a Childhood (Persepolis, #1)","['Graphic Novels', 'Nonfiction', 'Memoir', 'Comics', 'Biography', 'History', 'Iran']"
A Distant Mirror:  The Calamitous 14th Century,"['History', 'Nonfiction', 'Medieval', 'European History', 'Medieval History', 'Historical', 'France']"
Possession,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Mystery', 'Historical', 'Literary Fiction']"
Ubik,"['Science Fiction', 'Fiction', 'Classics', 'Novels', 'Science Fiction Fantasy', 'Mystery', 'Fantasy']"
"A Study in Scarlet (Sherlock Holmes, #1)","['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Audiobook']"
The Hotel New Hampshire,"['Fiction', 'Contemporary', 'Literature', 'Classics', 'Literary Fiction', 'Novels', 'American']"
The Song of Achilles,"['Fantasy', 'Historical Fiction', 'Fiction', 'Mythology', 'Romance', 'LGBT', 'Historical']"
A Lesson Before Dying,"['Fiction', 'Historical Fiction', 'Classics', 'African American', 'School', 'Literature', 'Adult Fiction']"
Twelve Years a Slave,"['Nonfiction', 'History', 'Classics', 'Biography', 'Memoir', 'Historical', 'Autobiography']"
"God Is the Cure, Love Is the Answer: A Memoir","['Education', 'Nonfiction', 'How To', 'Drama', 'Contemporary']"
Little Bee,"['Fiction', 'Africa', 'Historical Fiction', 'Book Club', 'Contemporary', 'Adult Fiction', 'Adult']"
The Octunnumi Fosbit Files Prologue,"['Fantasy', 'Fiction', 'Young Adult', 'Adventure', 'Science Fiction', 'New Adult', 'Adult']"
Frindle,"['Fiction', 'Childrens', 'Realistic Fiction', 'Middle Grade', 'School', 'Young Adult', 'Humor']"
"Tropic of Cancer (Tropic, #1)","['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Banned Books', 'Erotica']"
"Cinder (The Lunar Chronicles, #1)","['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Dystopia', 'Retellings', 'Fiction']"
...And the Stars Will Sing,"['Science Fiction', 'Space', 'Short Stories', 'Adult', 'Fantasy']"
The Lost Boy (Dave Pelzer #2),"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Psychology', 'Abuse', 'True Story']"
Gift from the Sea,"['Nonfiction', 'Memoir', 'Classics', 'Spirituality', 'Essays', 'Inspirational', 'Self Help']"
"The Fiery Cross (Outlander, #5)","['Historical Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook']"
"Fall of Giants (The Century Trilogy, #1)","['Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'Novels', 'Adult']"
"Throne of Glass (Throne of Glass, #1)","['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']"
Till We Have Faces,"['Fiction', 'Fantasy', 'Classics', 'Mythology', 'Christian', 'Religion', 'Christianity']"
"Of the Flame, Poems - Volume 15","['Poetry', 'Education', 'How To', 'Nonfiction', 'Contemporary', 'Book Club', 'Inspirational']"
Surviving Chaos: How I Found Peace at A Beach Bar,"['Book Club', 'Inspirational', 'Education', 'How To', 'Contemporary', 'Nonfiction']"
Dark Places,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Adult']"
Because of Winn-Dixie,"['Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Young Adult', 'Classics', 'Animals']"
"Broken Promises (Past Imperfect Mystery, #1)","['Young Adult', 'Fiction', 'New Adult', 'Contemporary', 'Adult', 'Romance', 'Mystery']"
"A Great and Terrible Beauty (Gemma Doyle, #1)","['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Romance']"
Howards End,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'British Literature', 'Novels', '20th Century']"
Howl and Other Poems,"['Poetry', 'Classics', 'Fiction', 'American', 'Literature', 'Queer', 'LGBT']"
"Voyager (Outlander, #3)","['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
Teenagers War: Vietnam 1969,"['Nonfiction', 'How To', 'Contemporary', 'Drama', 'Book Club', 'Education', 'History']"
Pilgrim at Tinker Creek,"['Nonfiction', 'Nature', 'Memoir', 'Essays', 'Classics', 'Philosophy', 'Science']"
The Butter Battle Book,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Poetry', 'War', 'Fantasy']"
Me Talk Pretty One Day,"['Nonfiction', 'Humor', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Biography']"
Journey to the West: A Long March from Eastern Dream to Western Reality,"['Memoir', 'China', 'History']"
The Moon Is a Harsh Mistress,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Politics']"
A Monster Calls,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary', 'Magical Realism']"
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)","['Young Adult', 'LGBT', 'Romance', 'Contemporary', 'Fiction', 'Queer', 'Audiobook']"
"Love on the Line (Women at Work, #1)","['Fiction', 'Contemporary', 'Romance', 'Young Adult', 'Love Story', 'New Adult', 'Adult']"
Naked Lunch,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Banned Books', 'Contemporary']"
The Paper Bag Princess,"['Picture Books', 'Childrens', 'Fantasy', 'Fiction', 'Dragons', 'Classics', 'Fairy Tales']"
Now What?!!,"['Fiction', 'Historical Fiction', 'Adventure', 'Adult', 'Historical', 'Young Adult', 'Novels']"
Suite Française,"['Fiction', 'Historical Fiction', 'France', 'World War II', 'War', 'Classics', 'Historical']"
"Matched (Matched, #1)","['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Teen']"
"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives","['Nonfiction', 'Inspirational', 'Education', 'Politics', 'How To']"
Autobiography of a Yogi,"['Spirituality', 'Biography', 'Nonfiction', 'Philosophy', 'Religion', 'Autobiography', 'Memoir']"
"Dragonfly in Amber (Outlander, #2)","['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
"America's Daughter (Dancing Soul Trilogy, #2)","['Education', 'Nonfiction', 'Inspirational', 'Book Club', 'How To']"
Reading Lolita in Tehran: A Memoir in Books,"['Nonfiction', 'Memoir', 'Biography', 'Iran', 'Books About Books', 'Feminism', 'History']"
When Breath Becomes Air,"['Nonfiction', 'Memoir', 'Biography', 'Medicine', 'Medical', 'Audiobook', 'Autobiography']"
Unparalleled,"['Fiction', 'Science Fiction', 'Contemporary', 'Mystery', 'Novels', 'Thriller', 'Drama']"
The Illustrated Man,"['Science Fiction', 'Short Stories', 'Fiction', 'Classics', 'Fantasy', 'Horror', 'Science Fiction Fantasy']"
"The Last of the Mohicans (The Leatherstocking Tales, #2)","['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'American']"
"Kane & Abel (Kane & Abel, #1)","['Fiction', 'Historical Fiction', 'Thriller', 'Drama', 'Classics', 'Historical', 'Novels']"
The Miraculous Journey of Edward Tulane,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Adventure', 'Animals']"
Between Shades of Gray,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'War', 'World War II', 'Audiobook']"
Mystic River,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
Pale Fire,"['Fiction', 'Classics', 'Poetry', 'Literature', 'Russia', 'Novels', 'Russian Literature']"
The Bonfire of the Vanities,"['Fiction', 'Classics', 'Literature', 'Novels', 'Contemporary', 'New York', 'Literary Fiction']"
The Manson File: Myth and Reality of an Outlaw Shaman,"['True Crime', 'Crime', 'Cults', 'Counter Culture', 'Nonfiction', 'Psychology', 'Satanism']"
The Light Between Oceans,"['Fiction', 'Historical Fiction', 'Australia', 'Historical', 'Book Club', 'Romance', 'Adult']"
"Firestarters: How Innovators, Instigators, and Initiators Can Inspire You to Ignite Your Own Life","['Business', 'Nonfiction', 'Self Help', 'Inspirational', 'Personal Development', 'How To', 'Book Club']"
Needful Things,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Mystery', 'Audiobook']"
Winter's Tale,"['Fiction', 'Fantasy', 'Historical Fiction', 'Magical Realism', 'Romance', 'Historical', 'New York']"
"Wolf Hall (Thomas Cromwell, #1)","['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Literary Fiction', 'Novels']"
"Crossroads and the Dominion of Four (Crossroads, #2)","['Fantasy', 'Young Adult', 'Adventure', 'New Adult', 'Fiction', 'Adult', 'Novels']"
"Inferno (Robert Langdon, #4)","['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Adventure']"
Demian: Die Geschichte von Emil Sinclairs Jugend,"['Fiction', 'Classics', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany']"
In Our Bones,"['Fiction', 'Dystopia', 'Drama', 'Novels']"
Civil Disobedience and Other Essays,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'Essays', 'History', 'Literature']"
"The Bean Trees (Greer Family, #1)","['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Classics', 'Adult']"
A Thousand Acres,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', 'Family', 'Adult Fiction']"
The Greatest Show on Earth: The Evidence for Evolution,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Religion', 'Atheism', 'Popular Science']"
Angle of Repose,"['Fiction', 'Historical Fiction', 'Classics', 'Westerns', 'Literature', 'Literary Fiction', 'Novels']"
The Innocent Man: Murder and Injustice in a Small Town,"['Nonfiction', 'True Crime', 'Crime', 'Mystery', 'Thriller', 'History', 'Law']"
Long Day's Journey into Night,"['Plays', 'Drama', 'Classics', 'Fiction', 'Theatre', 'Literature', 'American']"
Bossypants,"['Nonfiction', 'Memoir', 'Humor', 'Biography', 'Audiobook', 'Comedy', 'Autobiography']"
"The Passage (The Passage, #1)","['Horror', 'Fiction', 'Science Fiction', 'Fantasy', 'Post Apocalyptic', 'Vampires', 'Dystopia']"
"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","['Nonfiction', 'Biography', 'Medicine', 'Science', 'Memoir', 'Medical', 'Health']"
The Tenant of Wildfell Hall,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Gothic']"
Walk Two Moons,"['Young Adult', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Childrens', 'School', 'Classics']"
Mindset: The New Psychology of Success,"['Psychology', 'Nonfiction', 'Self Help', 'Business', 'Personal Development', 'Education', 'Leadership']"
The Motorcycle Diaries: Notes on a Latin American Journey,"['Nonfiction', 'Travel', 'Biography', 'History', 'Memoir', 'Politics', 'Autobiography']"
"Drums of Autumn (Outlander, #4)","['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
Think and Grow Rich,"['Business', 'Self Help', 'Nonfiction', 'Finance', 'Personal Development', 'Psychology', 'Money']"
Being and Time,"['Philosophy', 'Nonfiction', 'Classics', 'Psychology', 'German Literature', 'Theory', 'Science']"
"Work Smart Now: How to Jump Start Productivity, Empower Employees, and Achieve More","['Nonfiction', 'Contemporary', 'Drama', 'Productivity', 'Business', 'Self Help', 'Education']"
The Westing Game,"['Mystery', 'Fiction', 'Young Adult', 'Middle Grade', 'Classics', 'Childrens', 'Mystery Thriller']"
"The Bridge To Caracas (The King Trilogy, #1)","['Thriller', 'Crime', 'Romance', 'Mystery', 'Amazon', 'Fiction', 'Suspense']"
Fox in Socks,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Humor']"
"The Goose Girl (The Books of Bayern, #1)","['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Middle Grade']"
The Razor's Edge,"['Fiction', 'Classics', 'Literature', 'Philosophy', 'Novels', 'Historical Fiction', 'Literary Fiction']"
All I Really Need to Know I Learned in Kindergarten,"['Nonfiction', 'Humor', 'Self Help', 'Philosophy', 'Essays', 'Inspirational', 'Short Stories']"
The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,"['Self Help', 'Nonfiction', 'Inspirational', 'Education', 'Psychology', 'How To', 'Philosophy']"
"Ender's Shadow (The Shadow Series, #1)","['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Space']"
"Jaws (Jaws, #1)","['Horror', 'Fiction', 'Thriller', 'Classics', 'Adventure', 'Suspense', 'Audiobook']"
"The Monkey Wrench Gang (Monkey Wrench Gang, #1)","['Fiction', 'Environment', 'Nature', 'Classics', 'Humor', 'Politics', 'Novels']"
The Red and the Black,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels']"
Sir Gawain and the Green Knight,"['Classics', 'Poetry', 'Fantasy', 'Fiction', 'Medieval', 'Mythology', 'School']"
سیمای شکسته پدر سالار,[]
Bastard Out of Carolina,"['Fiction', 'Classics', 'Southern', 'Coming Of Age', 'Novels', 'Literary Fiction', 'LGBT']"
"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","['Mystery', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Mystery Thriller']"
An Inquiry into the Nature and Causes of the Wealth of Nations,"['Economics', 'Nonfiction', 'Philosophy', 'Classics', 'Politics', 'History', 'Business']"
"The Eyre Affair (Thursday Next, #1)","['Fantasy', 'Fiction', 'Mystery', 'Science Fiction', 'Humor', 'Books About Books', 'Time Travel']"
The White Tiger,"['Fiction', 'India', 'Contemporary', 'Indian Literature', 'Novels', 'Asia', 'Literary Fiction']"
In Defense of Food: An Eater's Manifesto,"['Nonfiction', 'Food', 'Health', 'Science', 'Nutrition', 'Audiobook', 'Cooking']"
"Allegiant (Divergent, #3)","['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
Solaris,"['Science Fiction', 'Fiction', 'Classics', 'Polish Literature', 'Science Fiction Fantasy', 'Philosophy', 'Fantasy']"
Nausea,"['Philosophy', 'Fiction', 'Classics', 'France', 'Literature', 'French Literature', 'Novels']"
Germinal,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Historical Fiction', '19th Century']"
The Book of Negroes,"['Historical Fiction', 'Fiction', 'Canada', 'Historical', 'Africa', 'African American', 'Book Club']"
Chasing the Red Queen,"['Fiction', 'Young Adult', 'Romance', 'New Adult', 'Fantasy', 'Adult', 'Novels']"
The Magic Mountain,"['Fiction', 'Classics', 'German Literature', 'Literature', 'Philosophy', 'Novels', 'Germany']"
"Odd Thomas (Odd Thomas, #1)","['Horror', 'Fiction', 'Mystery', 'Fantasy', 'Thriller', 'Paranormal', 'Supernatural']"
The Mayor of Casterbridge,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'Novels', 'British Literature']"
Lips of a Mastodon,"['Fiction', 'Drama', 'Psychological Thriller', 'Novels', 'Crime', 'Mystery', 'Thriller']"
The Winter of Our Discontent,"['Classics', 'Fiction', 'Literature', 'American', 'Novels', 'Literary Fiction', '20th Century']"
Shutter Island,"['Mystery', 'Fiction', 'Thriller', 'Horror', 'Mystery Thriller', 'Suspense', 'Crime']"
The Great Divorce,"['Christian', 'Fiction', 'Religion', 'Classics', 'Theology', 'Christianity', 'Fantasy']"
The Poetry of Robert Frost,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '20th Century', 'Anthologies']"
Forty-Ninth,"['Historical Fiction', 'Novels', 'Fiction', 'Historical', 'American History', 'Russian History', 'Adventure']"
The Maltese Falcon,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller']"
The Jungle Book,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Adventure', 'Short Stories', 'Animals']"
Message in a Bottle,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']"
"The Wise Man's Fear (The Kingkiller Chronicle, #2)","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']"
We the Living,"['Fiction', 'Classics', 'Philosophy', 'Historical Fiction', 'Literature', 'Politics', 'Russia']"
"Mister God, This is Anna","['Fiction', 'Religion', 'Spirituality', 'Philosophy', 'Christian', 'Classics', 'Young Adult']"
The Awakening: Fate in Motion,"['Fiction', 'Contemporary', 'Novels', 'Fantasy', 'Young Adult', 'Adventure', 'Middle Grade']"
Kindred,"['Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy', 'Time Travel', 'Classics', 'Historical']"
The Yearling,"['Classics', 'Fiction', 'Young Adult', 'Animals', 'Historical Fiction', 'Childrens', 'Literature']"
A Scanner Darkly,"['Science Fiction', 'Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Classics', 'Novels', 'Cyberpunk']"
"The Valley of Horses (Earth's Children, #2)","['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Prehistoric', 'Adventure']"
A Christmas Carol and Other Christmas Writings,"['Classics', 'Fiction', 'Christmas', 'Short Stories', 'Literature', 'Fantasy', '19th Century']"
